0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Class
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.9585532551549565,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.554306150008102,-0.6938564412457794,2.162512221560272,1.5311259831747748,-0.2479628736375445,-0.07632626934534698,0.5369937052203606,-0.2552458657819518,2.3948325897243588,-3.4824197879201715,-1.7131957388759447,0.5993874210414953,-0.2828663830690077,0.22450214067371754,-0.15863077414215435,1.033232437313643,1.0331658285345608,-0.25203780612905186,-0.24946641846581263,4.0
-0.009860236235809054,0.9257687214529965,0.09468496461021977,0.5142798454216589,-0.0017118174474494545,-0.021381875498423904,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.554306150008102,-1.1850840436374683,-0.46409489004797483,-0.4635256008712298,-0.2479628736375445,-0.24863022459849363,0.5369937052203606,-0.2552458657819518,-0.20363035956156944,-3.513310002161908,-1.7320565852974235,0.5993874210414953,-0.2828663830690077,-0.8351141223552403,-0.15863077414215435,0.5865640955661808,0.5868800628652743,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.9585532551549565,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.5496144960083202,-0.6897967089946084,2.162512221560272,1.5311259831747748,-0.2479628736375445,-0.07632626934534698,0.5369937052203606,-0.2552458657819518,2.3948325897243588,-3.466974680799303,-1.7037653156652053,0.5993874210414953,-0.2828663830690077,0.3076092985583418,-0.15863077414215435,1.1646054790040734,1.164426347849057,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.9585532551549565,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.554306150008102,-0.5395866157012821,2.162512221560272,1.0587085027428262,-0.2479628736375445,-0.11940225815863365,0.5369937052203606,-0.2552458657819518,1.7627740344926468,-3.5750904306453815,-1.769778278140381,0.5993874210414953,-0.2828663830690077,0.8270290353372427,-0.15863077414215435,2.1630405958513426,2.1620062946392276,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.5142798454216589,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,2.5131372733095936,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.5402311880087571,-0.5274074189477691,0.8492086657561485,1.0587085027428262,-0.2479628736375445,-0.11940225815863365,0.5369937052203606,-0.2552458657819518,1.7627740344926468,-3.5287551092827765,-1.7414870085081628,0.5993874210414953,-0.2828663830690077,0.8270290353372427,-0.15863077414215435,0.849310178947041,0.8494011014942665,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.9585532551549565,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.5496144960083202,-0.5355268834501111,2.162512221560272,1.0587085027428262,-0.2479628736375445,-0.11940225815863365,0.5369937052203606,-0.2552458657819518,1.7627740344926468,-3.559645323524513,-1.7603478549296416,0.5993874210414953,-0.2828663830690077,0.8270290353372427,-0.15863077414215435,2.1630405958513426,2.1620062946392276,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.5142798454216589,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.5449228420085388,-0.5314671511989401,1.2957318747295505,1.0587085027428262,-0.2479628736375445,-0.11940225815863365,0.5369937052203606,-0.2552458657819518,1.7627740344926468,-3.544200216403645,-1.7509174317189022,0.5993874210414953,-0.2828663830690077,0.8270290353372427,-0.15863077414215435,1.2959785206945036,1.2956868671635535,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,-0.8185403837782339,-0.001551935007997425,19.622045846580257,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.554306150008102,-1.1850840436374683,2.162512221560272,2.1610159570840395,-0.2479628736375445,-0.24863022459849363,0.5369937052203606,-0.2552458657819518,-0.20363035956156944,-3.420639359436698,-1.675474046032987,0.5993874210414953,-0.2828663830690077,-1.0636588065379569,-0.15863077414215435,0.9806832206374713,0.9806616208087627,-0.25203780612905186,-0.24946641846581263,4.0
-0.06779013409444064,0.9257687214529965,0.09468496461021977,0.5142798454216589,-0.0030617109552279823,-0.02628498430638285,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,-0.4171694136270728,-0.005678735884319781,-0.009857640353623034,-0.004491439495788878,-0.005634045839701897,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.5449228420085388,-0.6857369767434375,1.2957318747295505,1.5311259831747748,-0.2479628736375445,-0.07632626934534698,0.5369937052203606,-0.2552458657819518,2.3246038613652797,-3.451529573678435,-1.694334892454466,0.5993874210414953,-0.2828663830690077,0.36993966697180997,-0.15863077414215435,1.0069578289755574,1.006913724671662,-0.25203780612905186,-0.24946641846581263,4.0
-0.023989479615963098,0.9257687214529965,0.09468496461021977,0.5142798454216589,-0.001700686391538237,0.27746563295704907,-0.006673478439318604,-0.04772062106977038,-0.002571491523939578,-0.04411673663751948,-0.00978227374634783,2.3971076673755016,8.891411204046967,-0.009857640353623034,-0.004491439495788878,7.943773318281151,-0.0111009255966371,-0.00950663600296688,-0.027459033467923274,0.0,0.0,-0.03726300228448694,-1.554306150008102,-1.1850840436374683,-0.46409489004797483,-0.4635256008712298,-0.2479628736375445,-0.24863022459849363,0.5369937052203606,-0.2552458657819518,-0.20363035956156944,0.3479667780551729,-1.769778278140381,-1.8350164687119785,-0.19134154692060854,-1.2506499117783612,-0.15863077414215435,-0.46442023795726034,-0.4632040916506948,-0.12193648057671269,-0.24946641846581263,4.0
